yas_gun,cinsiyet_encoded,dogumKilo,boy,gogusEevresi,kalcaYuksekligi,yemMiktari,sicaklik,nem,saglik_encoded,mevsim_encoded,irk_Esmer,irk_Simental,irk_Siyah Alaca,irk_Yerli Kara,irk_Şarole,kilo,gunlukArtis,hayvanId,yasAy
360,1,32.4,102.7,452.2,104.1,13.4,22.1,70.1,3,3,False,False,False,True,False,534.5,1.262,TR0459,12
390,1,32.4,104.0,481.2,104.2,13.9,31.5,79.6,1,3,False,False,False,True,False,566.3,1.06,TR0459,13
420,1,32.4,105.5,514.9,107.2,15.0,33.0,63.8,3,0,False,False,False,True,False,603.7,1.248,TR0459,14
450,1,32.4,106.9,542.2,109.4,16.2,25.2,78.0,2,0,False,False,False,True,False,638.6,1.163,TR0459,15
480,1,32.4,108.2,567.6,106.2,16.7,15.5,73.9,3,0,False,False,False,True,False,671.2,1.085,TR0459,16
510,1,32.4,109.8,608.1,109.1,17.8,24.2,46.4,4,1,False,False,False,True,False,710.4,1.307,TR0459,17
540,1,32.4,111.1,631.7,112.7,18.8,18.0,77.2,3,1,False,False,False,True,False,744.3,1.13,TR0459,18
570,1,32.4,112.5,660.1,115.4,19.0,28.6,55.3,3,1,False,False,False,True,False,779.5,1.173,TR0459,19
600,1,32.4,113.8,684.2,116.5,20.1,30.8,49.9,3,2,False,False,False,True,False,810.5,1.033,TR0459,20
630,1,32.4,114.9,707.4,114.1,20.9,33.3,69.0,2,2,False,False,False,True,False,837.7,0.908,TR0459,21
660,1,32.4,116.0,740.4,115.9,21.2,26.3,63.9,3,2,False,False,False,True,False,865.3,0.919,TR0459,22
690,1,32.4,117.1,763.8,119.2,22.2,15.7,58.2,3,3,False,False,False,True,False,894.0,0.959,TR0459,23
0,0,39.6,73.4,35.1,75.6,0.7,18.8,52.9,2,2,True,False,False,False,False,39.6,0.0,TR0460,0
30,0,39.6,75.1,71.4,73.3,1.7,15.4,62.4,4,2,True,False,False,False,False,82.4,1.426,TR0460,1
60,0,39.6,76.6,103.1,75.1,2.8,20.0,57.0,3,2,True,False,False,False,False,120.3,1.264,TR0460,2
90,0,39.6,78.2,140.1,77.3,4.4,22.9,59.9,2,3,True,False,False,False,False,159.6,1.308,TR0460,3
120,0,39.6,79.8,169.3,79.0,4.9,15.9,63.5,3,3,True,False,False,False,False,200.8,1.373,TR0460,4
150,0,39.6,81.2,197.5,83.1,6.4,20.0,45.6,1,3,True,False,False,False,False,236.0,1.174,TR0460,5
180,0,39.6,82.7,236.5,83.2,6.5,28.4,42.1,3,0,True,False,False,False,False,274.0,1.268,TR0460,6
210,0,39.6,84.2,264.5,86.4,7.5,23.7,64.1,3,0,True,False,False,False,False,311.5,1.248,TR0460,7
240,0,39.6,85.7,299.0,86.7,9.0,28.7,48.0,4,0,True,False,False,False,False,348.4,1.232,TR0460,8
270,0,39.6,87.1,322.8,88.2,9.5,26.9,57.6,2,1,True,False,False,False,False,383.7,1.174,TR0460,9
300,0,39.6,88.4,354.8,89.0,10.1,18.5,52.0,1,1,True,False,False,False,False,414.9,1.04,TR0460,10
330,0,39.6,89.9,383.0,91.2,11.2,18.2,67.9,4,1,True,False,False,False,False,452.7,1.261,TR0460,11
0,1,45.2,70.5,35.4,72.7,0.7,34.0,42.3,2,2,False,False,True,False,False,45.2,0.0,TR0461,0
30,1,45.2,72.3,80.2,72.5,2.2,34.3,43.2,2,2,False,False,True,False,False,89.9,1.493,TR0461,1
60,1,45.2,74.1,114.8,74.7,3.8,31.5,51.6,2,2,False,False,True,False,False,135.7,1.525,TR0461,2
90,1,45.2,76.0,150.8,75.2,4.7,21.6,51.8,2,3,False,False,True,False,False,183.1,1.579,TR0461,3
120,1,45.2,77.8,193.3,78.4,6.0,21.0,59.4,2,3,False,False,True,False,False,227.8,1.491,TR0461,4
150,1,45.2,79.4,225.9,80.8,6.3,18.1,46.1,1,3,False,False,True,False,False,268.4,1.353,TR0461,5
180,1,45.2,81.1,268.9,81.1,8.2,22.7,61.5,2,0,False,False,True,False,False,310.6,1.407,TR0461,6
210,1,45.2,82.8,299.3,82.6,8.7,34.9,69.5,3,0,False,False,True,False,False,354.2,1.451,TR0461,7
240,1,45.2,84.5,338.1,83.0,9.4,31.2,51.2,2,0,False,False,True,False,False,395.2,1.368,TR0461,8
270,1,45.2,86.4,374.6,88.6,11.4,27.7,77.7,4,1,False,False,True,False,False,443.0,1.594,TR0461,9
300,1,45.2,88.2,416.1,89.9,12.4,22.4,67.3,3,1,False,False,True,False,False,489.5,1.549,TR0461,10
330,1,45.2,90.1,455.5,91.9,13.1,30.9,41.8,3,1,False,False,True,False,False,535.1,1.521,TR0461,11
360,1,45.2,91.7,486.9,93.3,14.4,30.2,44.8,4,2,False,False,True,False,False,575.4,1.344,TR0461,12
390,1,45.2,93.2,523.9,91.8,15.5,30.0,63.6,3,2,False,False,True,False,False,613.6,1.272,TR0461,13
420,1,45.2,94.7,551.7,96.5,16.2,18.1,75.1,3,2,False,False,True,False,False,650.9,1.244,TR0461,14
450,1,45.2,96.3,591.9,96.1,17.2,24.1,61.4,4,3,False,False,True,False,False,691.8,1.362,TR0461,15
480,1,45.2,97.9,618.6,98.0,18.3,18.5,56.3,4,3,False,False,True,False,False,731.9,1.338,TR0461,16
510,1,45.2,99.4,657.7,102.1,19.7,27.6,43.6,2,3,False,False,True,False,False,768.7,1.226,TR0461,17
540,1,45.2,100.9,681.1,102.9,20.4,28.4,62.9,4,0,False,False,True,False,False,806.3,1.251,TR0461,18
570,1,45.2,102.3,718.2,103.0,20.6,27.1,41.9,3,0,False,False,True,False,False,841.7,1.183,TR0461,19
600,1,45.2,103.6,738.1,101.7,22.0,23.0,80.0,2,0,False,False,True,False,False,874.1,1.079,TR0461,20
630,1,45.2,105.1,769.6,104.5,22.7,33.8,51.5,4,1,False,False,True,False,False,909.8,1.19,TR0461,21
660,1,45.2,106.5,800.6,107.5,23.2,25.3,77.9,4,1,False,False,True,False,False,945.7,1.198,TR0461,22
690,1,45.2,107.7,834.1,106.8,24.8,34.4,73.8,2,1,False,False,True,False,False,977.1,1.046,TR0461,23
0,1,45.2,76.2,39.8,76.6,0.7,22.8,41.8,2,0,False,True,False,False,False,45.2,0.0,TR0462,0
30,1,45.2,78.2,76.6,76.7,2.8,32.4,57.2,3,0,False,True,False,False,False,95.6,1.678,TR0462,1
60,1,45.2,80.2,128.4,81.2,3.6,32.0,48.4,3,1,False,True,False,False,False,147.4,1.727,TR0462,2
90,1,45.2,82.4,174.4,81.0,5.4,24.0,68.1,3,1,False,True,False,False,False,201.4,1.801,TR0462,3
0,1,43.1,82.3,37.7,83.4,1.1,27.2,56.0,3,3,False,False,False,False,True,43.1,0.0,TR0463,0
30,1,43.1,83.8,68.7,83.2,1.9,28.1,50.3,0,3,False,False,False,False,True,78.9,1.193,TR0463,1
60,1,43.1,85.8,113.3,87.9,3.4,23.6,58.8,3,3,False,False,False,False,True,129.5,1.687,TR0463,2
90,1,43.1,87.5,147.8,87.5,3.9,18.3,74.1,2,0,False,False,False,False,True,172.3,1.428,TR0463,3
120,1,43.1,89.3,182.7,87.6,5.2,34.6,42.5,2,0,False,False,False,False,True,217.2,1.495,TR0463,4
150,1,43.1,91.2,227.4,93.7,6.6,15.4,64.4,3,0,False,False,False,False,True,265.2,1.602,TR0463,5
180,1,43.1,93.1,270.6,91.7,7.4,22.6,40.0,3,1,False,False,False,False,True,313.2,1.599,TR0463,6
210,1,43.1,95.0,305.2,94.6,8.7,16.3,57.3,3,1,False,False,False,False,True,359.7,1.548,TR0463,7
240,1,43.1,96.8,349.4,97.1,9.9,30.9,76.2,3,1,False,False,False,False,True,406.2,1.55,TR0463,8
270,1,43.1,98.6,381.5,99.8,11.4,25.5,59.1,4,2,False,False,False,False,True,449.9,1.458,TR0463,9
300,1,43.1,100.2,419.8,101.3,12.5,30.1,50.5,3,2,False,False,False,False,True,490.0,1.336,TR0463,10
330,1,43.1,101.7,444.4,100.0,12.9,31.0,79.9,2,2,False,False,False,False,True,526.6,1.221,TR0463,11
360,1,43.1,103.3,483.1,105.4,14.0,34.0,66.4,2,3,False,False,False,False,True,566.4,1.327,TR0463,12
390,1,43.1,104.9,516.4,107.5,15.1,27.9,77.5,3,3,False,False,False,False,True,606.7,1.341,TR0463,13
420,1,43.1,106.4,544.6,104.8,16.6,24.6,76.1,3,3,False,False,False,False,True,644.2,1.25,TR0463,14
450,1,43.1,107.7,579.0,108.2,17.1,20.8,42.8,1,0,False,False,False,False,True,677.1,1.098,TR0463,15
480,1,43.1,109.1,602.0,109.3,17.3,24.9,41.7,3,0,False,False,False,False,True,711.9,1.161,TR0463,16
510,1,43.1,110.2,627.5,109.3,18.4,27.8,65.2,1,0,False,False,False,False,True,740.8,0.961,TR0463,17
540,1,43.1,111.5,661.8,114.5,19.5,20.6,67.7,1,1,False,False,False,False,True,773.3,1.083,TR0463,18
570,1,43.1,112.9,689.9,115.0,20.0,24.2,70.3,2,1,False,False,False,False,True,808.6,1.176,TR0463,19
600,1,43.1,114.4,720.9,114.6,20.9,16.9,46.5,4,1,False,False,False,False,True,845.5,1.231,TR0463,20
630,1,43.1,115.7,749.1,115.9,22.3,19.3,63.1,3,2,False,False,False,False,True,876.4,1.03,TR0463,21
660,1,43.1,116.9,768.7,115.0,22.4,33.4,53.4,2,2,False,False,False,False,True,907.3,1.031,TR0463,22
690,1,43.1,118.2,800.0,116.7,24.0,31.0,55.3,4,2,False,False,False,False,True,939.1,1.058,TR0463,23
0,0,40.3,80.1,37.5,81.3,1.0,17.6,40.7,3,3,False,False,True,False,False,40.3,0.0,TR0464,0
30,0,40.3,81.8,69.9,80.0,2.5,29.6,43.1,2,3,False,False,True,False,False,83.9,1.453,TR0464,1
60,0,40.3,83.1,95.1,85.1,2.8,26.4,50.7,0,0,False,False,True,False,False,115.2,1.043,TR0464,2
90,0,40.3,84.8,136.7,84.5,3.7,18.5,41.7,2,0,False,False,True,False,False,157.4,1.406,TR0464,3
120,0,40.3,86.0,163.3,87.7,4.4,32.1,69.4,0,0,False,False,True,False,False,188.1,1.022,TR0464,4
150,0,40.3,87.9,203.9,87.1,5.6,18.7,78.2,3,1,False,False,True,False,False,234.3,1.543,TR0464,5
180,0,40.3,89.5,237.8,91.9,7.1,24.8,41.4,2,1,False,False,True,False,False,276.3,1.398,TR0464,6
0,0,37.5,71.8,36.7,70.7,1.2,16.8,56.5,3,3,False,False,True,False,False,37.5,0.0,TR0465,0
30,0,37.5,73.6,71.5,72.2,2.3,33.3,54.0,2,3,False,False,True,False,False,82.1,1.49,TR0465,1
60,0,37.5,75.4,109.0,77.9,3.0,24.9,72.5,3,0,False,False,True,False,False,126.5,1.477,TR0465,2
90,0,37.5,76.9,139.7,78.6,4.5,24.7,79.6,1,0,False,False,True,False,False,163.9,1.249,TR0465,3
120,0,37.5,78.6,177.9,77.8,5.3,18.9,66.4,2,0,False,False,True,False,False,205.3,1.378,TR0465,4
150,0,37.5,80.2,210.9,82.3,6.1,17.8,57.3,2,1,False,False,True,False,False,247.4,1.404,TR0465,5
180,0,37.5,81.9,241.7,82.1,7.0,34.8,59.1,2,1,False,False,True,False,False,289.1,1.391,TR0465,6
210,0,37.5,83.4,278.3,84.1,7.8,16.6,67.1,1,1,False,False,True,False,False,326.3,1.238,TR0465,7
240,0,37.5,84.9,309.4,87.3,8.7,31.3,72.8,3,2,False,False,True,False,False,363.7,1.247,TR0465,8
270,0,37.5,86.4,344.9,87.7,9.6,20.6,67.0,3,2,False,False,True,False,False,400.4,1.224,TR0465,9
300,0,37.5,87.9,370.5,90.1,11.4,17.1,50.7,3,2,False,False,True,False,False,438.5,1.272,TR0465,10
330,0,37.5,89.4,400.4,88.0,12.1,27.5,41.1,3,3,False,False,True,False,False,476.1,1.253,TR0465,11
360,0,37.5,91.0,441.4,93.5,13.4,23.1,40.7,3,3,False,False,True,False,False,515.4,1.308,TR0465,12
390,0,37.5,92.5,468.3,91.6,14.1,17.4,74.7,4,3,False,False,True,False,False,553.1,1.258,TR0465,13
420,0,37.5,93.9,499.3,95.1,14.6,29.2,71.8,4,0,False,False,True,False,False,589.6,1.217,TR0465,14
450,0,37.5,95.3,535.5,96.6,15.5,22.9,50.6,3,0,False,False,True,False,False,625.0,1.179,TR0465,15
480,0,37.5,96.6,554.0,96.9,16.5,34.6,71.3,2,0,False,False,True,False,False,656.1,1.036,TR0465,16
510,0,37.5,98.1,589.2,97.0,17.0,34.5,72.1,4,1,False,False,True,False,False,693.9,1.262,TR0465,17
540,0,37.5,99.5,615.6,99.6,17.9,25.8,76.0,4,1,False,False,True,False,False,729.0,1.168,TR0465,18
570,0,37.5,100.8,649.3,101.9,18.9,29.3,63.1,2,1,False,False,True,False,False,761.4,1.081,TR0465,19
0,0,36.5,85.0,32.5,84.5,0.7,20.5,70.3,1,3,False,False,False,True,False,36.5,0.0,TR0466,0
30,0,36.5,86.7,63.3,86.2,2.5,29.6,53.3,2,3,False,False,False,True,False,79.3,1.428,TR0466,1
60,0,36.5,88.2,102.8,87.6,3.3,17.8,50.7,2,0,False,False,False,True,False,117.3,1.267,TR0466,2
90,0,36.5,89.5,126.5,89.0,4.1,34.8,63.7,1,0,False,False,False,True,False,151.0,1.122,TR0466,3
120,0,36.5,90.9,158.8,93.3,5.1,18.0,63.7,1,0,False,False,False,True,False,184.6,1.12,TR0466,4
150,0,36.5,92.6,196.2,94.9,6.0,33.5,57.7,4,1,False,False,False,True,False,228.7,1.472,TR0466,5
180,0,36.5,93.8,218.8,96.6,6.1,22.2,68.9,0,1,False,False,False,True,False,256.5,0.926,TR0466,6
0,0,42.9,78.8,40.5,78.1,0.6,32.9,59.0,2,3,False,False,False,False,True,42.9,0.0,TR0467,0
30,0,42.9,80.6,79.1,82.9,2.4,30.4,68.2,3,0,False,False,False,False,True,87.2,1.478,TR0467,1
60,0,42.9,82.4,117.8,81.1,3.0,33.6,69.4,3,0,False,False,False,False,True,133.7,1.549,TR0467,2
90,0,42.9,84.3,154.0,82.7,4.5,17.7,43.9,4,0,False,False,False,False,True,179.7,1.533,TR0467,3
120,0,42.9,85.6,181.6,88.2,5.7,24.9,40.5,0,1,False,False,False,False,True,213.0,1.112,TR0467,4
150,0,42.9,87.2,212.5,88.2,6.1,29.7,51.7,2,1,False,False,False,False,True,253.2,1.341,TR0467,5
180,0,42.9,88.4,241.4,90.5,7.3,32.9,42.6,0,1,False,False,False,False,True,283.4,1.004,TR0467,6
210,0,42.9,89.7,268.3,88.4,8.0,15.4,43.5,1,2,False,False,False,False,True,315.1,1.056,TR0467,7
240,0,42.9,91.1,294.1,91.4,8.6,22.4,46.1,3,2,False,False,False,False,True,351.6,1.217,TR0467,8
270,0,42.9,92.3,319.8,90.6,9.8,17.5,54.5,1,2,False,False,False,False,True,381.7,1.004,TR0467,9
300,0,42.9,93.9,356.2,93.6,10.4,16.4,74.6,2,3,False,False,False,False,True,420.3,1.288,TR0467,10
330,0,42.9,95.5,389.4,98.3,11.3,21.7,54.2,4,3,False,False,False,False,True,459.5,1.307,TR0467,11
360,0,42.9,97.0,426.9,98.1,12.6,19.8,60.3,4,3,False,False,False,False,True,497.0,1.25,TR0467,12
390,0,42.9,98.3,450.4,100.6,12.9,15.8,42.3,3,0,False,False,False,False,True,531.1,1.136,TR0467,13
420,0,42.9,99.5,477.8,100.6,14.3,24.6,53.2,1,0,False,False,False,False,True,559.9,0.961,TR0467,14
450,0,42.9,100.9,509.0,99.2,15.1,15.7,58.2,4,0,False,False,False,False,True,596.5,1.219,TR0467,15
480,0,42.9,102.2,538.7,103.4,15.4,17.5,75.0,2,1,False,False,False,False,True,629.1,1.086,TR0467,16
510,0,42.9,103.6,560.7,103.3,16.2,26.3,45.0,2,1,False,False,False,False,True,663.2,1.139,TR0467,17
540,0,42.9,105.1,595.2,107.3,17.3,26.7,68.9,4,1,False,False,False,False,True,700.4,1.241,TR0467,18
570,0,42.9,106.3,623.9,105.2,18.3,29.3,46.6,3,2,False,False,False,False,True,731.0,1.019,TR0467,19
600,0,42.9,107.6,646.3,106.1,19.0,30.1,67.1,4,2,False,False,False,False,True,763.0,1.066,TR0467,20
630,0,42.9,108.7,671.0,107.9,19.5,31.4,54.5,2,2,False,False,False,False,True,790.7,0.925,TR0467,21
660,0,42.9,109.9,696.1,108.6,20.9,32.8,59.8,4,3,False,False,False,False,True,820.3,0.986,TR0467,22
690,0,42.9,110.9,720.4,112.0,20.9,28.7,61.5,1,3,False,False,False,False,True,845.8,0.851,TR0467,23
0,1,37.8,76.1,30.1,77.8,1.2,30.8,44.8,2,2,False,False,False,True,False,37.8,0.0,TR0468,0
30,1,37.8,77.9,69.6,78.6,2.0,34.2,46.3,4,2,False,False,False,True,False,84.5,1.556,TR0468,1
60,1,37.8,80.0,115.0,80.1,3.8,29.1,77.9,4,3,False,False,False,True,False,135.0,1.684,TR0468,2
90,1,37.8,81.8,155.2,83.8,4.7,29.8,65.0,3,3,False,False,False,True,False,180.0,1.499,TR0468,3
120,1,37.8,83.5,191.8,82.2,5.6,21.8,49.7,3,3,False,False,False,True,False,223.0,1.433,TR0468,4
150,1,37.8,85.1,228.6,83.4,6.3,17.2,52.4,2,0,False,False,False,True,False,264.2,1.373,TR0468,5
180,1,37.8,86.8,259.1,87.3,7.7,32.5,51.1,3,0,False,False,False,True,False,306.2,1.401,TR0468,6
210,1,37.8,88.5,299.6,90.1,8.7,28.8,49.9,3,0,False,False,False,True,False,348.3,1.404,TR0468,7
240,1,37.8,90.4,337.2,92.2,9.7,25.0,56.0,4,1,False,False,False,True,False,394.7,1.546,TR0468,8
270,1,37.8,92.1,369.8,92.5,11.1,31.4,55.5,3,1,False,False,False,True,False,438.1,1.449,TR0468,9
0,1,43.4,74.7,36.7,76.2,1.5,20.6,44.9,1,0,False,False,True,False,False,43.4,0.0,TR0469,0
30,1,43.4,76.6,76.1,78.2,2.3,32.0,50.2,2,0,False,False,True,False,False,90.8,1.578,TR0469,1
60,1,43.4,78.5,119.6,77.6,3.4,17.4,76.7,3,0,False,False,True,False,False,137.5,1.558,TR0469,2
90,1,43.4,80.5,163.8,81.7,4.3,15.6,40.7,3,1,False,False,True,False,False,188.9,1.713,TR0469,3
120,1,43.4,82.4,196.7,80.8,5.6,20.7,44.3,2,1,False,False,True,False,False,234.8,1.53,TR0469,4
150,1,43.4,84.2,243.0,84.2,7.0,20.0,61.0,2,1,False,False,True,False,False,281.6,1.562,TR0469,5
180,1,43.4,85.7,272.9,84.7,8.0,34.2,42.9,1,2,False,False,True,False,False,317.7,1.203,TR0469,6
210,1,43.4,87.1,303.3,89.8,8.6,27.2,63.3,1,2,False,False,True,False,False,354.1,1.211,TR0469,7
240,1,43.4,88.9,336.8,87.0,10.3,22.3,66.5,3,2,False,False,True,False,False,397.8,1.459,TR0469,8
270,1,43.4,90.8,379.6,92.8,11.4,22.4,58.2,4,3,False,False,True,False,False,445.8,1.598,TR0469,9
300,1,43.4,92.6,421.1,92.0,12.5,32.8,71.1,4,3,False,False,True,False,False,490.5,1.49,TR0469,10
330,1,43.4,94.3,450.7,95.4,13.8,33.1,43.1,3,3,False,False,True,False,False,533.0,1.416,TR0469,11
360,1,43.4,95.8,486.5,96.0,14.4,31.0,66.0,2,0,False,False,True,False,False,570.4,1.248,TR0469,12
390,1,43.4,97.3,519.4,96.4,15.4,33.3,40.4,2,0,False,False,True,False,False,608.8,1.28,TR0469,13
420,1,43.4,98.9,548.1,97.3,16.5,20.0,55.2,3,0,False,False,True,False,False,647.8,1.299,TR0469,14
450,1,43.4,100.0,579.0,100.2,17.1,31.0,56.7,0,1,False,False,True,False,False,675.8,0.932,TR0469,15
480,1,43.4,101.6,606.4,104.2,18.2,32.9,75.0,3,1,False,False,True,False,False,716.1,1.345,TR0469,16
510,1,43.4,103.2,645.9,103.0,18.7,24.6,51.5,3,1,False,False,True,False,False,755.2,1.303,TR0469,17
540,1,43.4,104.4,667.1,107.0,19.4,29.5,60.7,2,2,False,False,True,False,False,786.8,1.053,TR0469,18
570,1,43.4,105.4,691.5,105.1,20.1,22.1,41.5,0,2,False,False,True,False,False,811.3,0.817,TR0469,19
600,1,43.4,106.8,719.4,107.6,21.2,17.7,51.1,4,2,False,False,True,False,False,845.2,1.129,TR0469,20
630,1,43.4,108.1,744.3,110.6,21.7,17.2,68.4,2,3,False,False,True,False,False,877.7,1.084,TR0469,21
660,1,43.4,109.4,770.1,111.0,22.7,32.3,71.2,4,3,False,False,True,False,False,911.7,1.133,TR0469,22
690,1,43.4,110.7,799.0,113.6,23.2,25.5,73.8,3,3,False,False,True,False,False,943.0,1.043,TR0469,23
0,0,31.0,84.5,27.2,86.7,0.6,18.8,61.8,3,0,False,False,False,True,False,31.0,0.0,TR0470,0
30,0,31.0,85.9,59.8,88.0,1.5,23.9,76.6,1,0,False,False,False,True,False,67.2,1.207,TR0470,1
60,0,31.0,87.6,90.5,86.5,2.5,27.5,61.5,2,1,False,False,False,True,False,107.9,1.357,TR0470,2
90,0,31.0,89.3,128.0,89.7,3.7,33.7,76.6,3,1,False,False,False,True,False,150.1,1.404,TR0470,3
0,0,39.0,84.0,36.5,83.2,0.8,28.8,76.3,2,3,False,False,False,True,False,39.0,0.0,TR0471,0
30,0,39.0,85.6,66.0,84.5,1.9,31.2,62.4,2,3,False,False,False,True,False,79.2,1.34,TR0471,1
60,0,39.0,87.0,101.6,87.1,2.8,22.8,73.6,1,0,False,False,False,True,False,114.9,1.189,TR0471,2
90,0,39.0,88.8,133.1,88.0,3.7,17.6,60.4,4,0,False,False,False,True,False,159.1,1.472,TR0471,3
120,0,39.0,90.3,167.0,89.7,5.0,32.1,76.7,2,0,False,False,False,True,False,197.4,1.277,TR0471,4
150,0,39.0,91.9,202.9,91.0,6.0,25.4,50.5,4,0,False,False,False,True,False,236.3,1.298,TR0471,5
180,0,39.0,93.2,228.3,93.8,6.4,20.2,67.6,1,1,False,False,False,True,False,269.8,1.116,TR0471,6
210,0,39.0,94.6,263.2,96.4,7.5,17.8,46.4,1,1,False,False,False,True,False,304.6,1.162,TR0471,7
240,0,39.0,96.2,297.2,95.4,8.8,33.6,76.6,4,1,False,False,False,True,False,344.0,1.311,TR0471,8
270,0,39.0,97.5,318.7,96.0,9.1,29.9,59.8,2,2,False,False,False,True,False,376.5,1.086,TR0471,9
300,0,39.0,98.8,346.1,97.3,10.5,17.0,49.0,2,2,False,False,False,True,False,408.4,1.063,TR0471,10
330,0,39.0,100.2,381.5,100.1,11.0,27.1,40.7,4,2,False,False,False,True,False,444.8,1.213,TR0471,11
360,0,39.0,101.4,401.0,100.0,12.2,30.7,74.6,1,3,False,False,False,True,False,474.2,0.978,TR0471,12
390,0,39.0,102.9,430.4,100.9,13.2,30.4,45.9,4,3,False,False,False,True,False,510.9,1.225,TR0471,13
420,0,39.0,104.1,458.2,104.8,13.7,32.5,70.3,2,3,False,False,False,True,False,543.0,1.07,TR0471,14
450,0,39.0,105.4,486.9,106.3,14.5,27.3,46.2,4,0,False,False,False,True,False,574.7,1.056,TR0471,15
480,0,39.0,106.6,510.8,108.5,14.7,18.4,71.3,3,0,False,False,False,True,False,604.3,0.985,TR0471,16
510,0,39.0,107.9,539.4,107.1,15.5,23.3,65.4,4,0,False,False,False,True,False,636.6,1.077,TR0471,17
540,0,39.0,109.1,570.3,109.6,17.1,19.8,64.0,3,1,False,False,False,True,False,667.7,1.037,TR0471,18
570,0,39.0,110.5,599.0,108.7,17.6,20.4,69.4,4,1,False,False,False,True,False,700.7,1.101,TR0471,19
0,0,40.0,74.6,36.3,74.2,1.1,31.1,51.9,3,3,True,False,False,False,False,40.0,0.0,TR0472,0
30,0,40.0,76.2,71.6,75.6,1.9,22.9,71.7,2,0,True,False,False,False,False,80.5,1.352,TR0472,1
60,0,40.0,77.5,95.5,77.5,2.6,33.9,68.1,1,0,True,False,False,False,False,114.4,1.127,TR0472,2
90,0,40.0,79.0,128.3,81.7,4.0,25.7,53.1,2,0,True,False,False,False,False,150.1,1.191,TR0472,3
120,0,40.0,80.8,169.1,78.8,5.2,27.0,45.6,4,1,True,False,False,False,False,195.2,1.505,TR0472,4
150,0,40.0,82.5,201.0,81.0,6.2,34.5,49.4,4,1,True,False,False,False,False,237.7,1.415,TR0472,5
180,0,40.0,83.8,232.9,83.9,6.5,27.2,43.7,1,1,True,False,False,False,False,270.9,1.108,TR0472,6
210,0,40.0,85.2,261.0,86.9,7.9,29.6,50.7,2,2,True,False,False,False,False,305.7,1.16,TR0472,7
240,0,40.0,86.5,289.9,87.9,8.7,34.7,51.6,3,2,True,False,False,False,False,338.7,1.098,TR0472,8
270,0,40.0,88.0,314.2,89.6,9.2,30.2,74.7,4,2,True,False,False,False,False,375.5,1.228,TR0472,9
300,0,40.0,89.4,352.7,88.7,10.2,30.5,42.7,4,3,True,False,False,False,False,412.0,1.218,TR0472,10
330,0,40.0,90.9,382.8,91.9,11.3,18.3,66.8,4,3,True,False,False,False,False,448.5,1.217,TR0472,11
360,0,40.0,92.4,417.2,92.6,12.0,24.8,67.1,4,3,True,False,False,False,False,485.7,1.238,TR0472,12
390,0,40.0,93.8,447.8,95.7,13.3,18.8,63.1,4,3,True,False,False,False,False,522.0,1.209,TR0472,13
420,0,40.0,95.1,464.8,96.5,13.9,34.1,79.6,2,0,True,False,False,False,False,552.4,1.015,TR0472,14
450,0,40.0,96.3,497.1,94.7,14.9,25.4,56.3,3,0,True,False,False,False,False,584.4,1.067,TR0472,15
480,0,40.0,97.5,523.7,96.3,15.3,29.7,51.0,2,0,True,False,False,False,False,613.3,0.963,TR0472,16
510,0,40.0,98.9,548.6,100.6,16.5,28.6,69.9,4,1,True,False,False,False,False,648.1,1.159,TR0472,17
540,0,40.0,100.1,581.2,102.9,16.9,17.1,60.2,2,1,True,False,False,False,False,678.0,0.996,TR0472,18
570,0,40.0,101.3,605.8,103.8,18.1,27.5,67.4,3,1,True,False,False,False,False,707.4,0.982,TR0472,19
600,0,40.0,102.3,626.5,102.6,18.8,17.0,43.0,3,2,True,False,False,False,False,733.5,0.87,TR0472,20
630,0,40.0,103.3,643.8,101.7,18.6,34.8,67.2,2,2,True,False,False,False,False,759.4,0.863,TR0472,21
660,0,40.0,104.4,671.5,106.9,19.4,20.4,68.4,4,2,True,False,False,False,False,786.2,0.894,TR0472,22
690,0,40.0,105.3,689.9,107.4,20.7,23.7,60.0,1,3,True,False,False,False,False,809.3,0.77,TR0472,23
0,1,34.6,76.5,32.6,76.2,1.2,26.3,41.9,1,3,False,False,False,True,False,34.6,0.0,TR0473,0
30,1,34.6,78.3,69.1,79.7,1.9,25.7,72.0,3,3,False,False,False,True,False,80.1,1.517,TR0473,1
60,1,34.6,80.1,103.1,81.8,3.6,15.1,59.7,3,3,False,False,False,True,False,124.7,1.487,TR0473,2
90,1,34.6,81.8,138.5,80.1,3.9,23.0,40.8,3,0,False,False,False,True,False,167.9,1.44,TR0473,3
120,1,34.6,83.5,179.1,84.1,5.0,15.5,45.1,3,0,False,False,False,True,False,210.5,1.418,TR0473,4
150,1,34.6,85.2,218.0,84.1,6.5,25.5,78.8,3,0,False,False,False,True,False,251.9,1.383,TR0473,5
180,1,34.6,86.9,254.8,89.8,7.0,17.4,60.0,3,1,False,False,False,True,False,294.9,1.434,TR0473,6
210,1,34.6,88.6,292.3,89.4,8.2,18.6,57.5,3,1,False,False,False,True,False,338.4,1.448,TR0473,7
240,1,34.6,90.1,317.2,91.1,9.6,29.7,65.6,1,1,False,False,False,True,False,373.8,1.181,TR0473,8
270,1,34.6,91.6,348.2,91.9,10.8,33.1,53.2,3,2,False,False,False,True,False,412.7,1.296,TR0473,9
300,1,34.6,93.1,378.2,93.9,11.3,23.4,43.6,2,2,False,False,False,True,False,450.0,1.244,TR0473,10
