id,hayvanId,tarih,yasAy,kilo,boy,gogusEevresi,kalcaYuksekligi,saglikDurumu,yemMiktari,sicaklik,nem,mevsim,notlar,gunlukArtis
GK038111,TR0381,2024-06-22,10,490.9,91.2,415.8,94.0,İyi,12.6,30.9,61.2,Yaz,"Simental - 10 aylık, İyi sağlık",1.409
GK038112,TR0381,2024-07-22,11,524.2,92.5,442.7,92.6,Zayıf,13.4,24.9,44.8,Yaz,"Simental - 11 aylık, Zayıf sağlık",1.108
GK038113,TR0381,2024-08-21,12,565.5,94.1,477.8,92.6,İyi,14.4,17.3,54.6,Yaz,"Simental - 12 aylık, İyi sağlık",1.376
GK038114,TR0381,2024-09-20,13,607.1,95.8,520.8,94.5,Normal,15.6,34.0,53.2,Sonbahar,"Simental - 13 aylık, Normal sağlık",1.389
GK038115,TR0381,2024-10-20,14,649.9,97.5,555.6,96.1,Mükemmel,15.9,15.4,73.3,Sonbahar,"Simental - 14 aylık, Mükemmel sağlık",1.426
GK038116,TR0381,2024-11-19,15,687.7,99.0,579.9,102.0,Normal,17.0,20.8,54.8,Sonbahar,"Simental - 15 aylık, Normal sağlık",1.26
GK038117,TR0381,2024-12-19,16,724.0,100.5,618.7,99.4,Normal,17.9,23.5,53.4,Kış,"Simental - 16 aylık, Normal sağlık",1.209
GK038118,TR0381,2025-01-18,17,756.6,101.8,646.3,104.3,Zayıf,18.6,16.9,79.3,Kış,"Simental - 17 aylık, Zayıf sağlık",1.089
GK038119,TR0381,2025-02-17,18,794.7,103.3,670.8,103.1,Mükemmel,19.5,35.0,61.5,Kış,"Simental - 18 aylık, Mükemmel sağlık",1.268
GK038120,TR0381,2025-03-19,19,832.3,104.8,705.2,106.6,İyi,20.8,19.1,77.8,İlkbahar,"Simental - 19 aylık, İyi sağlık",1.253
GK038121,TR0381,2025-04-18,20,872.4,106.4,745.1,106.4,Mükemmel,22.1,19.7,57.0,İlkbahar,"Simental - 20 aylık, Mükemmel sağlık",1.337
GK038201,TR0382,2025-02-16,0,41.1,74.3,30.5,74.9,Zayıf,0.7,29.5,71.6,Kış,"Siyah Alaca - 0 aylık, Zayıf sağlık",0.0
GK038202,TR0382,2025-03-18,1,88.0,76.2,79.7,74.9,İyi,2.5,15.8,43.7,İlkbahar,"Siyah Alaca - 1 aylık, İyi sağlık",1.563
GK038203,TR0382,2025-04-17,2,133.9,78.0,115.9,79.6,Normal,3.6,28.9,44.6,İlkbahar,"Siyah Alaca - 2 aylık, Normal sağlık",1.528
GK038301,TR0383,2022-07-14,0,39.8,78.6,30.8,77.3,İyi,1.1,19.9,58.4,Yaz,"Siyah Alaca - 0 aylık, İyi sağlık",0.0
GK038302,TR0383,2022-08-13,1,84.8,80.4,71.1,82.3,Normal,1.9,24.0,77.2,Yaz,"Siyah Alaca - 1 aylık, Normal sağlık",1.502
GK038303,TR0383,2022-09-12,2,128.7,82.2,108.1,81.5,Zayıf,3.0,16.3,73.6,Sonbahar,"Siyah Alaca - 2 aylık, Zayıf sağlık",1.464
GK038304,TR0383,2022-10-12,3,172.0,83.9,142.5,86.4,Zayıf,4.7,18.3,40.6,Sonbahar,"Siyah Alaca - 3 aylık, Zayıf sağlık",1.443
GK038305,TR0383,2022-11-11,4,219.9,85.8,185.1,86.1,Normal,5.1,19.2,67.7,Sonbahar,"Siyah Alaca - 4 aylık, Normal sağlık",1.596
GK038306,TR0383,2022-12-11,5,262.3,87.5,219.5,90.2,Normal,6.4,21.9,77.1,Kış,"Siyah Alaca - 5 aylık, Normal sağlık",1.412
GK038307,TR0383,2023-01-10,6,306.9,89.3,257.2,92.1,İyi,8.1,15.0,71.8,Kış,"Siyah Alaca - 6 aylık, İyi sağlık",1.485
GK038308,TR0383,2023-02-09,7,348.5,91.0,296.1,90.2,Normal,9.1,16.3,65.1,Kış,"Siyah Alaca - 7 aylık, Normal sağlık",1.389
GK038309,TR0383,2023-03-11,8,394.9,92.8,338.9,92.8,İyi,9.7,33.6,77.2,İlkbahar,"Siyah Alaca - 8 aylık, İyi sağlık",1.548
GK038310,TR0383,2023-04-10,9,440.9,94.7,379.0,96.3,İyi,11.4,26.7,48.9,İlkbahar,"Siyah Alaca - 9 aylık, İyi sağlık",1.532
GK038311,TR0383,2023-05-10,10,484.6,96.4,407.6,96.7,İyi,12.2,26.8,52.6,İlkbahar,"Siyah Alaca - 10 aylık, İyi sağlık",1.455
GK038312,TR0383,2023-06-09,11,519.4,97.8,439.0,96.4,Zayıf,13.4,20.0,77.0,Yaz,"Siyah Alaca - 11 aylık, Zayıf sağlık",1.163
GK038313,TR0383,2023-07-09,12,553.5,99.2,468.9,98.2,Zayıf,14.3,17.5,72.0,Yaz,"Siyah Alaca - 12 aylık, Zayıf sağlık",1.135
GK038314,TR0383,2023-08-08,13,588.8,100.6,504.8,100.8,Normal,14.8,16.0,42.1,Yaz,"Siyah Alaca - 13 aylık, Normal sağlık",1.176
GK038315,TR0383,2023-09-07,14,629.2,102.2,531.5,103.7,İyi,15.6,30.5,70.4,Sonbahar,"Siyah Alaca - 14 aylık, İyi sağlık",1.346
GK038316,TR0383,2023-10-07,15,665.8,103.7,569.2,106.3,Normal,16.7,31.2,63.1,Sonbahar,"Siyah Alaca - 15 aylık, Normal sağlık",1.223
GK038317,TR0383,2023-11-06,16,701.9,105.1,599.8,103.4,Normal,17.2,18.3,67.7,Sonbahar,"Siyah Alaca - 16 aylık, Normal sağlık",1.201
GK038318,TR0383,2023-12-06,17,734.9,106.4,628.3,108.1,Normal,18.4,30.2,40.7,Kış,"Siyah Alaca - 17 aylık, Normal sağlık",1.101
GK038319,TR0383,2024-01-05,18,769.7,107.8,649.5,109.4,İyi,18.9,34.8,54.4,Kış,"Siyah Alaca - 18 aylık, İyi sağlık",1.16
GK038320,TR0383,2024-02-04,19,798.3,109.0,681.9,110.7,Zayıf,19.9,30.4,63.9,Kış,"Siyah Alaca - 19 aylık, Zayıf sağlık",0.953
GK038321,TR0383,2024-03-05,20,832.8,110.3,711.2,109.6,Normal,20.6,34.9,64.8,İlkbahar,"Siyah Alaca - 20 aylık, Normal sağlık",1.149
GK038322,TR0383,2024-04-04,21,869.0,111.8,737.6,114.0,İyi,22.1,26.8,47.7,İlkbahar,"Siyah Alaca - 21 aylık, İyi sağlık",1.205
GK038323,TR0383,2024-05-04,22,904.2,113.2,763.9,111.9,İyi,22.7,27.3,51.0,İlkbahar,"Siyah Alaca - 22 aylık, İyi sağlık",1.175
GK038324,TR0383,2024-06-03,23,932.8,114.3,791.7,116.8,Normal,23.3,31.4,42.2,Yaz,"Siyah Alaca - 23 aylık, Normal sağlık",0.951
GK038401,TR0384,2023-04-12,0,50.0,84.3,43.1,84.5,Normal,0.8,28.2,42.4,İlkbahar,"Şarole - 0 aylık, Normal sağlık",0.0
GK038402,TR0384,2023-05-12,1,94.9,86.0,81.1,85.2,Normal,2.1,25.3,49.4,İlkbahar,"Şarole - 1 aylık, Normal sağlık",1.497
GK038403,TR0384,2023-06-11,2,134.3,87.6,118.8,89.9,Normal,3.5,25.5,79.4,Yaz,"Şarole - 2 aylık, Normal sağlık",1.314
GK038404,TR0384,2023-07-11,3,170.3,89.1,149.2,90.1,Zayıf,4.7,32.8,64.7,Yaz,"Şarole - 3 aylık, Zayıf sağlık",1.199
GK038405,TR0384,2023-08-10,4,211.2,90.7,181.6,90.5,İyi,5.3,21.9,72.8,Yaz,"Şarole - 4 aylık, İyi sağlık",1.363
GK038406,TR0384,2023-09-09,5,246.7,92.1,213.9,94.6,Zayıf,6.2,25.2,74.7,Sonbahar,"Şarole - 5 aylık, Zayıf sağlık",1.183
GK038407,TR0384,2023-10-09,6,289.9,93.8,242.1,92.7,Mükemmel,7.6,24.3,74.9,Sonbahar,"Şarole - 6 aylık, Mükemmel sağlık",1.441
GK038408,TR0384,2023-11-08,7,332.2,95.5,281.5,96.4,İyi,8.5,27.7,68.6,Sonbahar,"Şarole - 7 aylık, İyi sağlık",1.412
GK038409,TR0384,2023-12-08,8,366.9,96.9,309.0,97.1,Zayıf,9.3,29.7,51.9,Kış,"Şarole - 8 aylık, Zayıf sağlık",1.154
GK038410,TR0384,2024-01-07,9,398.2,98.2,334.2,96.5,Zayıf,10.0,24.4,48.9,Kış,"Şarole - 9 aylık, Zayıf sağlık",1.045
GK038411,TR0384,2024-02-06,10,435.6,99.7,374.0,97.9,İyi,11.0,17.9,56.2,Kış,"Şarole - 10 aylık, İyi sağlık",1.248
GK038412,TR0384,2024-03-07,11,473.4,101.2,398.5,103.4,İyi,11.5,23.1,43.2,İlkbahar,"Şarole - 11 aylık, İyi sağlık",1.26
GK038413,TR0384,2024-04-06,12,513.7,102.8,436.6,102.4,İyi,12.9,25.5,40.7,İlkbahar,"Şarole - 12 aylık, İyi sağlık",1.343
GK038414,TR0384,2024-05-06,13,550.0,104.3,470.6,106.2,İyi,13.6,16.1,48.0,İlkbahar,"Şarole - 13 aylık, İyi sağlık",1.209
GK038415,TR0384,2024-06-05,14,582.4,105.6,495.6,104.6,Normal,14.7,16.1,74.1,Yaz,"Şarole - 14 aylık, Normal sağlık",1.081
GK038416,TR0384,2024-07-05,15,613.5,106.8,520.2,109.3,İyi,15.3,22.7,41.6,Yaz,"Şarole - 15 aylık, İyi sağlık",1.035
GK038417,TR0384,2024-08-04,16,646.6,108.1,544.7,108.3,İyi,16.0,21.4,57.8,Yaz,"Şarole - 16 aylık, İyi sağlık",1.103
GK038418,TR0384,2024-09-03,17,681.1,109.5,579.2,108.4,İyi,16.8,28.4,51.0,Sonbahar,"Şarole - 17 aylık, İyi sağlık",1.15
GK038419,TR0384,2024-10-03,18,710.7,110.7,604.5,111.0,Normal,17.8,18.0,44.6,Sonbahar,"Şarole - 18 aylık, Normal sağlık",0.986
GK038420,TR0384,2024-11-02,19,741.8,111.9,630.0,114.3,İyi,18.3,21.5,69.6,Sonbahar,"Şarole - 19 aylık, İyi sağlık",1.039
GK038421,TR0384,2024-12-02,20,770.2,113.1,655.4,114.9,Normal,19.5,24.8,67.6,Kış,"Şarole - 20 aylık, Normal sağlık",0.945
GK038422,TR0384,2025-01-01,21,802.4,114.3,685.9,112.8,Mükemmel,19.6,18.6,67.8,Kış,"Şarole - 21 aylık, Mükemmel sağlık",1.075
GK038423,TR0384,2025-01-31,22,831.2,115.5,705.3,114.7,İyi,21.1,30.5,67.2,Kış,"Şarole - 22 aylık, İyi sağlık",0.958
GK038424,TR0384,2025-03-02,23,863.6,116.8,732.2,117.3,Mükemmel,21.5,33.7,74.9,İlkbahar,"Şarole - 23 aylık, Mükemmel sağlık",1.082
GK038501,TR0385,2025-05-05,0,33.9,74.1,29.7,74.0,İyi,0.9,16.3,73.8,İlkbahar,"Yerli Kara - 0 aylık, İyi sağlık",0.0
GK038502,TR0385,2025-06-04,1,76.9,75.8,67.0,74.1,İyi,2.3,26.2,62.5,Yaz,"Yerli Kara - 1 aylık, İyi sağlık",1.432
GK038601,TR0386,2022-07-29,0,48.6,84.1,44.8,85.7,Normal,1.5,32.9,79.3,Yaz,"Simental - 0 aylık, Normal sağlık",0.0
GK038602,TR0386,2022-08-28,1,85.8,85.6,70.9,86.1,Zayıf,1.7,21.1,63.1,Yaz,"Simental - 1 aylık, Zayıf sağlık",1.241
GK038603,TR0386,2022-09-27,2,125.8,87.2,111.5,89.3,Zayıf,3.5,32.8,64.7,Sonbahar,"Simental - 2 aylık, Zayıf sağlık",1.334
GK038604,TR0386,2022-10-27,3,167.8,88.8,139.5,91.2,Normal,4.5,20.9,50.6,Sonbahar,"Simental - 3 aylık, Normal sağlık",1.398
GK038605,TR0386,2022-11-26,4,205.4,90.3,175.9,93.2,Zayıf,5.0,33.2,55.0,Sonbahar,"Simental - 4 aylık, Zayıf sağlık",1.255
GK038606,TR0386,2022-12-26,5,250.5,92.1,215.8,93.7,Mükemmel,6.0,29.4,63.4,Kış,"Simental - 5 aylık, Mükemmel sağlık",1.502
GK038607,TR0386,2023-01-25,6,291.1,93.8,247.6,96.2,İyi,7.3,16.0,71.3,Kış,"Simental - 6 aylık, İyi sağlık",1.355
GK038608,TR0386,2023-02-24,7,325.8,95.2,276.7,97.0,Zayıf,7.8,26.0,76.4,Kış,"Simental - 7 aylık, Zayıf sağlık",1.157
GK038609,TR0386,2023-03-26,8,370.0,96.9,315.1,97.9,İyi,8.8,30.1,70.1,İlkbahar,"Simental - 8 aylık, İyi sağlık",1.472
GK038610,TR0386,2023-04-25,9,413.2,98.6,347.6,99.7,İyi,10.2,24.7,58.2,İlkbahar,"Simental - 9 aylık, İyi sağlık",1.439
GK038611,TR0386,2023-05-25,10,451.1,100.2,382.3,102.7,Normal,11.2,32.7,75.7,İlkbahar,"Simental - 10 aylık, Normal sağlık",1.266
GK038612,TR0386,2023-06-24,11,488.8,101.7,416.9,102.1,İyi,11.9,21.5,67.3,Yaz,"Simental - 11 aylık, İyi sağlık",1.255
GK038613,TR0386,2023-07-24,12,523.7,103.1,442.5,105.5,İyi,13.4,23.2,76.1,Yaz,"Simental - 12 aylık, İyi sağlık",1.164
GK038614,TR0386,2023-08-23,13,548.6,104.1,466.6,103.7,Hasta,13.3,31.7,76.7,Yaz,"Simental - 13 aylık, Hasta sağlık",0.831
GK038615,TR0386,2023-09-22,14,586.6,105.6,499.7,107.0,Mükemmel,14.6,33.1,56.9,Sonbahar,"Simental - 14 aylık, Mükemmel sağlık",1.265
GK038616,TR0386,2023-10-22,15,618.2,106.8,524.5,109.3,Zayıf,15.7,19.9,62.6,Sonbahar,"Simental - 15 aylık, Zayıf sağlık",1.053
GK038617,TR0386,2023-11-21,16,656.6,108.4,557.7,111.2,Mükemmel,16.7,31.0,69.8,Sonbahar,"Simental - 16 aylık, Mükemmel sağlık",1.28
GK038618,TR0386,2023-12-21,17,690.0,109.7,589.9,111.9,Mükemmel,16.8,16.8,76.1,Kış,"Simental - 17 aylık, Mükemmel sağlık",1.116
GK038619,TR0386,2024-01-20,18,722.9,111.0,616.1,110.0,İyi,18.5,15.1,49.8,Kış,"Simental - 18 aylık, İyi sağlık",1.094
GK038620,TR0386,2024-02-19,19,753.8,112.3,638.8,113.1,İyi,18.8,27.1,56.8,Kış,"Simental - 19 aylık, İyi sağlık",1.03
GK038621,TR0386,2024-03-20,20,790.0,113.7,668.9,111.7,Mükemmel,19.5,20.4,46.0,İlkbahar,"Simental - 20 aylık, Mükemmel sağlık",1.207
GK038622,TR0386,2024-04-19,21,823.0,115.0,702.9,117.2,İyi,20.1,30.2,78.9,İlkbahar,"Simental - 21 aylık, İyi sağlık",1.101
GK038623,TR0386,2024-05-19,22,856.8,116.4,729.1,117.3,Mükemmel,21.6,25.8,77.0,İlkbahar,"Simental - 22 aylık, Mükemmel sağlık",1.126
GK038624,TR0386,2024-06-18,23,883.4,117.5,750.5,119.1,İyi,21.9,28.9,56.9,Yaz,"Simental - 23 aylık, İyi sağlık",0.888
GK038701,TR0387,2023-05-17,0,31.3,76.1,27.7,78.5,İyi,0.6,25.3,51.5,İlkbahar,"Yerli Kara - 0 aylık, İyi sağlık",0.0
GK038702,TR0387,2023-06-16,1,70.0,77.6,58.8,79.7,Normal,1.9,18.3,77.0,Yaz,"Yerli Kara - 1 aylık, Normal sağlık",1.288
GK038703,TR0387,2023-07-16,2,108.4,79.2,93.0,79.8,Normal,3.0,23.2,71.2,Yaz,"Yerli Kara - 2 aylık, Normal sağlık",1.281
GK038704,TR0387,2023-08-15,3,144.3,80.6,119.2,82.1,Normal,3.4,24.1,55.1,Yaz,"Yerli Kara - 3 aylık, Normal sağlık",1.195
GK038705,TR0387,2023-09-14,4,185.9,82.3,153.6,83.5,İyi,5.1,30.0,70.7,Sonbahar,"Yerli Kara - 4 aylık, İyi sağlık",1.388
GK038706,TR0387,2023-10-14,5,228.9,84.0,197.2,82.2,Mükemmel,5.6,20.0,49.0,Sonbahar,"Yerli Kara - 5 aylık, Mükemmel sağlık",1.434
GK038707,TR0387,2023-11-13,6,268.3,85.6,232.6,88.5,İyi,6.9,21.9,72.9,Sonbahar,"Yerli Kara - 6 aylık, İyi sağlık",1.314
GK038708,TR0387,2023-12-13,7,305.2,87.0,255.5,87.5,İyi,7.3,30.4,55.3,Kış,"Yerli Kara - 7 aylık, İyi sağlık",1.229
GK038709,TR0387,2024-01-12,8,344.5,88.6,295.9,89.3,Mükemmel,8.1,25.4,45.3,Kış,"Yerli Kara - 8 aylık, Mükemmel sağlık",1.308
GK038710,TR0387,2024-02-11,9,378.4,90.0,319.9,89.8,Normal,9.8,31.8,44.6,Kış,"Yerli Kara - 9 aylık, Normal sağlık",1.131
GK038711,TR0387,2024-03-12,10,417.4,91.5,358.6,92.2,İyi,10.6,22.9,64.3,İlkbahar,"Yerli Kara - 10 aylık, İyi sağlık",1.302
GK038712,TR0387,2024-04-11,11,453.0,93.0,384.3,95.6,İyi,11.7,21.4,74.8,İlkbahar,"Yerli Kara - 11 aylık, İyi sağlık",1.186
GK038713,TR0387,2024-05-11,12,491.8,94.5,422.6,92.9,Mükemmel,12.0,34.7,43.3,İlkbahar,"Yerli Kara - 12 aylık, Mükemmel sağlık",1.291
GK038714,TR0387,2024-06-10,13,524.8,95.8,446.0,95.7,İyi,13.0,32.7,56.0,Yaz,"Yerli Kara - 13 aylık, İyi sağlık",1.101
GK038715,TR0387,2024-07-10,14,557.8,97.1,473.1,96.2,Mükemmel,13.7,33.0,57.9,Yaz,"Yerli Kara - 14 aylık, Mükemmel sağlık",1.099
GK038716,TR0387,2024-08-09,15,589.0,98.4,500.6,99.5,Mükemmel,14.6,20.2,60.0,Yaz,"Yerli Kara - 15 aylık, Mükemmel sağlık",1.043
GK038717,TR0387,2024-09-08,16,622.9,99.8,528.8,98.8,İyi,15.6,22.7,74.5,Sonbahar,"Yerli Kara - 16 aylık, İyi sağlık",1.13
GK038718,TR0387,2024-10-08,17,653.3,101.0,553.0,101.6,İyi,15.9,19.8,55.5,Sonbahar,"Yerli Kara - 17 aylık, İyi sağlık",1.013
GK038719,TR0387,2024-11-07,18,684.2,102.2,580.0,103.7,İyi,16.7,34.7,80.0,Sonbahar,"Yerli Kara - 18 aylık, İyi sağlık",1.029
GK038720,TR0387,2024-12-07,19,712.8,103.3,605.6,105.9,İyi,17.5,21.0,70.1,Kış,"Yerli Kara - 19 aylık, İyi sağlık",0.953
GK038721,TR0387,2025-01-06,20,735.8,104.3,623.8,105.3,Zayıf,18.5,15.8,74.8,Kış,"Yerli Kara - 20 aylık, Zayıf sağlık",0.767
GK038722,TR0387,2025-02-05,21,761.9,105.3,649.7,107.5,İyi,18.7,20.6,55.9,Kış,"Yerli Kara - 21 aylık, İyi sağlık",0.871
GK038723,TR0387,2025-03-07,22,791.2,106.5,670.3,107.8,İyi,19.4,27.7,50.0,İlkbahar,"Yerli Kara - 22 aylık, İyi sağlık",0.975
GK038724,TR0387,2025-04-06,23,818.3,107.6,691.2,106.0,Normal,20.2,28.6,56.0,İlkbahar,"Yerli Kara - 23 aylık, Normal sağlık",0.905
GK038801,TR0388,2023-01-09,0,43.2,79.4,37.4,82.2,Normal,1.0,16.1,78.9,Kış,"Siyah Alaca - 0 aylık, Normal sağlık",0.0
GK038802,TR0388,2023-02-08,1,86.5,81.2,74.4,80.5,Normal,2.3,24.2,57.0,Kış,"Siyah Alaca - 1 aylık, Normal sağlık",1.444
GK038803,TR0388,2023-03-10,2,130.3,82.9,108.6,85.0,Normal,3.1,21.0,49.4,İlkbahar,"Siyah Alaca - 2 aylık, Normal sağlık",1.46
GK038804,TR0388,2023-04-09,3,168.8,84.5,147.0,83.5,Zayıf,4.2,29.8,59.6,İlkbahar,"Siyah Alaca - 3 aylık, Zayıf sağlık",1.284
GK038805,TR0388,2023-05-09,4,210.6,86.1,175.9,84.7,Normal,5.5,30.1,63.6,İlkbahar,"Siyah Alaca - 4 aylık, Normal sağlık",1.392
GK038806,TR0388,2023-06-08,5,244.8,87.5,204.3,85.6,Zayıf,5.7,23.1,74.0,Yaz,"Siyah Alaca - 5 aylık, Zayıf sağlık",1.141
GK038807,TR0388,2023-07-08,6,285.3,89.1,246.9,89.4,İyi,7.5,27.4,63.5,Yaz,"Siyah Alaca - 6 aylık, İyi sağlık",1.35
GK038808,TR0388,2023-08-07,7,322.6,90.6,272.6,91.0,Normal,7.8,34.0,61.9,Yaz,"Siyah Alaca - 7 aylık, Normal sağlık",1.242
GK038809,TR0388,2023-09-06,8,364.1,92.3,309.6,94.2,Mükemmel,9.4,26.0,41.0,Sonbahar,"Siyah Alaca - 8 aylık, Mükemmel sağlık",1.383
GK038810,TR0388,2023-10-06,9,403.3,93.9,347.5,94.4,İyi,9.8,23.2,62.8,Sonbahar,"Siyah Alaca - 9 aylık, İyi sağlık",1.306
GK038811,TR0388,2023-11-05,10,438.4,95.3,373.2,97.3,Zayıf,10.6,21.3,45.4,Sonbahar,"Siyah Alaca - 10 aylık, Zayıf sağlık",1.173
GK038812,TR0388,2023-12-05,11,474.6,96.7,405.0,95.0,İyi,12.1,28.2,52.1,Kış,"Siyah Alaca - 11 aylık, İyi sağlık",1.204
GK038813,TR0388,2024-01-04,12,511.7,98.2,432.1,97.9,İyi,12.7,23.4,50.6,Kış,"Siyah Alaca - 12 aylık, İyi sağlık",1.237
GK038814,TR0388,2024-02-03,13,546.4,99.6,464.5,101.8,Normal,14.1,25.7,44.0,Kış,"Siyah Alaca - 13 aylık, Normal sağlık",1.156
GK038815,TR0388,2024-03-04,14,578.6,100.9,493.8,103.1,Zayıf,14.6,29.1,42.6,İlkbahar,"Siyah Alaca - 14 aylık, Zayıf sağlık",1.076
GK038816,TR0388,2024-04-03,15,617.4,102.4,522.7,100.6,Mükemmel,15.5,21.7,42.2,İlkbahar,"Siyah Alaca - 15 aylık, Mükemmel sağlık",1.291
GK038817,TR0388,2024-05-03,16,647.6,103.6,548.2,104.3,Zayıf,16.0,21.7,53.5,İlkbahar,"Siyah Alaca - 16 aylık, Zayıf sağlık",1.008
GK038818,TR0388,2024-06-02,17,677.3,104.8,571.9,103.4,Normal,17.1,26.1,41.9,Yaz,"Siyah Alaca - 17 aylık, Normal sağlık",0.989
GK038819,TR0388,2024-07-02,18,708.8,106.1,605.5,106.3,Mükemmel,17.3,20.6,62.0,Yaz,"Siyah Alaca - 18 aylık, Mükemmel sağlık",1.049
GK038820,TR0388,2024-08-01,19,736.4,107.2,624.8,108.0,Normal,18.6,23.0,42.2,Yaz,"Siyah Alaca - 19 aylık, Normal sağlık",0.92
GK038821,TR0388,2024-08-31,20,764.9,108.3,653.4,110.5,Normal,19.3,27.4,63.7,Yaz,"Siyah Alaca - 20 aylık, Normal sağlık",0.95
GK038822,TR0388,2024-09-30,21,797.4,109.6,678.1,108.0,Mükemmel,19.9,15.9,51.0,Sonbahar,"Siyah Alaca - 21 aylık, Mükemmel sağlık",1.085
GK038823,TR0388,2024-10-30,22,828.4,110.9,704.4,111.3,Mükemmel,20.5,28.7,55.6,Sonbahar,"Siyah Alaca - 22 aylık, Mükemmel sağlık",1.033
GK038824,TR0388,2024-11-29,23,860.2,112.1,731.9,112.9,Mükemmel,21.1,34.0,67.3,Sonbahar,"Siyah Alaca - 23 aylık, Mükemmel sağlık",1.059
GK038901,TR0389,2023-09-12,0,35.7,74.0,31.8,75.5,İyi,1.2,35.0,63.3,Sonbahar,"Esmer - 0 aylık, İyi sağlık",0.0
GK038902,TR0389,2023-10-12,1,79.2,75.8,63.7,75.2,Normal,1.9,29.7,62.4,Sonbahar,"Esmer - 1 aylık, Normal sağlık",1.453
GK038903,TR0389,2023-11-11,2,124.0,77.6,106.1,79.4,İyi,3.3,30.2,74.4,Sonbahar,"Esmer - 2 aylık, İyi sağlık",1.491
GK038904,TR0389,2023-12-11,3,160.4,79.0,134.4,80.8,Zayıf,4.5,30.4,78.3,Kış,"Esmer - 3 aylık, Zayıf sağlık",1.214
GK038905,TR0389,2024-01-10,4,199.8,80.6,173.0,83.3,Normal,5.3,31.2,47.6,Kış,"Esmer - 4 aylık, Normal sağlık",1.312
GK038906,TR0389,2024-02-09,5,238.9,82.2,200.0,80.7,Normal,6.1,21.9,59.9,Kış,"Esmer - 5 aylık, Normal sağlık",1.306
GK038907,TR0389,2024-03-10,6,285.2,84.0,239.9,84.2,İyi,6.7,18.6,58.7,İlkbahar,"Esmer - 6 aylık, İyi sağlık",1.544
GK038908,TR0389,2024-04-09,7,327.9,85.7,276.1,88.1,Mükemmel,8.5,17.9,64.8,İlkbahar,"Esmer - 7 aylık, Mükemmel sağlık",1.423
GK038909,TR0389,2024-05-09,8,372.3,87.5,312.0,86.5,İyi,9.6,34.4,43.5,İlkbahar,"Esmer - 8 aylık, İyi sağlık",1.48
GK038910,TR0389,2024-06-08,9,403.1,88.7,344.7,86.9,Zayıf,9.8,16.3,68.3,Yaz,"Esmer - 9 aylık, Zayıf sağlık",1.026
GK038911,TR0389,2024-07-08,10,433.7,89.9,369.0,88.5,Zayıf,10.7,17.3,44.7,Yaz,"Esmer - 10 aylık, Zayıf sağlık",1.019
GK038912,TR0389,2024-08-07,11,469.0,91.4,400.7,94.2,İyi,12.1,28.0,53.3,Yaz,"Esmer - 11 aylık, İyi sağlık",1.177
GK038913,TR0389,2024-09-06,12,506.2,92.8,427.5,90.9,İyi,12.7,24.1,76.5,Sonbahar,"Esmer - 12 aylık, İyi sağlık",1.242
GK038914,TR0389,2024-10-06,13,543.4,94.3,464.3,95.6,Mükemmel,14.0,16.7,43.0,Sonbahar,"Esmer - 13 aylık, Mükemmel sağlık",1.238
GK038915,TR0389,2024-11-05,14,579.1,95.8,494.9,94.2,İyi,14.3,23.1,49.0,Sonbahar,"Esmer - 14 aylık, İyi sağlık",1.19
GK038916,TR0389,2024-12-05,15,613.5,97.1,520.9,97.1,İyi,14.9,15.1,77.0,Kış,"Esmer - 15 aylık, İyi sağlık",1.147
GK038917,TR0389,2025-01-04,16,644.9,98.4,543.9,98.7,Normal,16.3,30.7,54.6,Kış,"Esmer - 16 aylık, Normal sağlık",1.047
GK038918,TR0389,2025-02-03,17,678.4,99.7,576.2,100.1,Mükemmel,17.3,29.4,63.4,Kış,"Esmer - 17 aylık, Mükemmel sağlık",1.115
GK038919,TR0389,2025-03-05,18,714.0,101.2,609.2,104.0,İyi,17.8,23.7,42.2,İlkbahar,"Esmer - 18 aylık, İyi sağlık",1.189
GK038920,TR0389,2025-04-04,19,748.1,102.5,631.2,103.9,İyi,18.3,34.3,74.3,İlkbahar,"Esmer - 19 aylık, İyi sağlık",1.136
GK038921,TR0389,2025-05-04,20,782.0,103.9,662.1,102.8,İyi,19.4,21.4,49.4,İlkbahar,"Esmer - 20 aylık, İyi sağlık",1.13
GK039001,TR0390,2022-10-09,0,46.4,76.8,39.0,77.7,Normal,1.0,16.6,72.1,Sonbahar,"Simental - 0 aylık, Normal sağlık",0.0
GK039002,TR0390,2022-11-08,1,98.3,78.9,80.5,80.0,Normal,2.3,24.7,59.2,Sonbahar,"Simental - 1 aylık, Normal sağlık",1.727
GK039003,TR0390,2022-12-08,2,148.4,80.9,130.0,82.2,Mükemmel,3.7,18.3,41.7,Kış,"Simental - 2 aylık, Mükemmel sağlık",1.672
GK039004,TR0390,2023-01-07,3,197.5,82.8,168.1,81.2,İyi,5.0,17.2,53.2,Kış,"Simental - 3 aylık, İyi sağlık",1.638
GK039005,TR0390,2023-02-06,4,245.3,84.7,211.7,86.4,Normal,6.5,21.7,50.5,Kış,"Simental - 4 aylık, Normal sağlık",1.591
GK039006,TR0390,2023-03-08,5,294.9,86.7,248.5,89.6,Normal,7.1,19.8,64.8,İlkbahar,"Simental - 5 aylık, Normal sağlık",1.656
